T,sx,sx_gs,sy,sy_gs,sz,sz_gs
0.001,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.0011497569953977356,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.0013219411484660286,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.0015199110829529332,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.001747528400007683,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.002009233002565048,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.0023101297000831605,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.0026560877829466868,NaN,-0.3413282570240109,NaN,0.0,NaN,-0.8866857617116719
0.0030538555088334154,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.003511191734215131,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.004037017258596553,-0.34132825702401215,-0.3413282570240109,0.0,0.0,-0.8866857617116715,-0.8866857617116719
0.004641588833612777,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.005336699231206307,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.006135907273413176,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.007054802310718645,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.008111308307896872,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.0093260334688322,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.010722672220103232,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.012328467394420659,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.014174741629268055,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.016297508346206444,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.01873817422860384,-0.34132825702401215,-0.3413282570240109,0.0,0.0,-0.8866857617116715,-0.8866857617116719
0.021544346900318832,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.024770763559917114,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
0.02848035868435802,-0.34132825702401215,-0.3413282570240109,0.0,0.0,-0.8866857617116715,-0.8866857617116719
0.03274549162877728,-0.34132825702401226,-0.3413282570240109,0.0,0.0,-0.8866857617116716,-0.8866857617116719
