T,sx,sx_gs,sy,sy_gs,sz,sz_gs
0.001,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.0011497569953977356,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.0013219411484660286,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.0015199110829529332,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.001747528400007683,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.002009233002565048,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.0023101297000831605,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.0026560877829466868,NaN,-3.85996060463142e-14,NaN,0.0,NaN,-0.7286454075236082
0.0030538555088334154,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.003511191734215131,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.004037017258596553,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.004641588833612777,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.005336699231206307,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.006135907273413176,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.007054802310718645,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.008111308307896872,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.0093260334688322,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.010722672220103232,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.012328467394420659,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.014174741629268055,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.016297508346206444,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.01873817422860384,-1.1806871294997938e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.021544346900318832,-1.1806871294997941e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.024770763559917114,-1.1806871294997941e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236072,-0.7286454075236082
0.02848035868435802,-1.1806871294997931e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075236071,-0.7286454075236082
0.03274549162877728,-1.1806871294997704e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075235848,-0.7286454075236082
0.037649358067924674,-1.1806871294983811e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454075222702,-0.7286454075236082
0.04328761281083059,-1.1806871294504341e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454074768887,-0.7286454075236082
0.049770235643321115,-1.1806871284141003e-14,-3.85996060463142e-14,0.0,0.0,-0.7286454064960051,-0.7286454075236082
0.05722367659350217,-1.1806871135335946e-14,-3.85996060463142e-14,0.0,0.0,-0.7286453924116947,-0.7286454075236082
0.0657933224657568,-1.1806869640643409e-14,-3.85996060463142e-14,0.0,0.0,-0.7286452509399369,-0.7286454075236082
0.07564633275546291,-1.1806858653608185e-14,-3.85996060463142e-14,0.0,0.0,-0.7286442110236044,-0.7286454075236082
0.08697490026177834,-1.1806797176686786e-14,-3.85996060463142e-14,0.0,0.0,-0.7286383922696501,-0.7286454075236082
0.1,-1.1806526153680831e-14,-3.85996060463142e-14,0.0,0.0,-0.7286127401037399,-0.7286454075236082
0.11497569953977356,-1.1805556011245887e-14,-3.85996060463142e-14,0.0,0.0,-0.72852091670074,-0.7286454075236082
0.1321941148466029,-1.1802661374258271e-14,-3.85996060463142e-14,0.0,0.0,-0.7282469410359991,-0.7286454075236082
0.15199110829529336,-1.1795296659150847e-14,-3.85996060463142e-14,0.0,0.0,-0.7275498751546813,-0.7286454075236082
0.17475284000076838,-1.1779003744788677e-14,-3.85996060463142e-14,0.0,0.0,-0.72600776106938,-0.7286454075236082
0.20092330025650468,-1.1747138384926078e-14,-3.85996060463142e-14,0.0,0.0,-0.7229917381710617,-0.7286454075236082
0.23101297000831597,-1.1691268746141456e-14,-3.85996060463142e-14,0.0,0.0,-0.7177039525418072,-0.7286454075236082
0.2656087782946686,-1.1602403383039608e-14,-3.85996060463142e-14,0.0,0.0,-0.7092956321510089,-0.7286454075236082
0.30538555088334157,-1.147276820788016e-14,-3.85996060463142e-14,0.0,0.0,-0.69704741845156,-0.7286454075236082
0.35111917342151316,-1.129721809961137e-14,-3.85996060463142e-14,0.0,0.0,-0.6805577778296792,-0.7286454075236082
0.40370172585965547,-1.1072737179295812e-14,-3.85996060463142e-14,0.0,0.0,-0.6598684751409308,-0.7286454075236082
0.4641588833612779,-1.0794516184676145e-14,-3.85996060463142e-14,0.0,0.0,-0.6354732033136627,-0.7286454075236082
0.533669923120631,-1.0448847534195137e-14,-3.85996060463142e-14,0.0,0.0,-0.6082015558055734,-0.7286454075236082
0.6135907273413173,-1.0006558051216847e-14,-3.85996060463142e-14,0.0,0.0,-0.5790218241730583,-0.7286454075236082
0.7054802310718643,-9.423362715366906e-15,-3.85996060463142e-14,0.0,0.0,-0.5488355130340666,-0.7286454075236082
0.8111308307896871,-8.651860644318076e-15,-3.85996060463142e-14,0.0,0.0,-0.5183309349641725,-0.7286454075236082
0.9326033468832199,-7.663498044724067e-15,-3.85996060463142e-14,0.0,0.0,-0.48793009811829857,-0.7286454075236082
1.0722672220103233,-6.471763329099906e-15,-3.85996060463142e-14,0.0,0.0,-0.4578227132754268,-0.7286454075236082
1.2328467394420661,-5.145338095247229e-15,-3.85996060463142e-14,0.0,0.0,-0.4280529390249312,-0.7286454075236082
1.4174741629268053,-3.803926248422367e-15,-3.85996060463142e-14,0.0,0.0,-0.39861682027066825,-0.7286454075236082
1.6297508346206442,-2.597622113237763e-15,-3.85996060463142e-14,0.0,0.0,-0.36953793335290025,-0.7286454075236082
1.8738174228603839,-1.6780539542334293e-15,-3.85996060463142e-14,0.0,0.0,-0.34090623152148647,-0.7286454075236082
2.154434690031884,-1.1719680747887331e-15,-3.85996060463142e-14,0.0,0.0,-0.3128814181227131,-0.7286454075236082
2.4770763559917106,-1.1645514043912113e-15,-3.85996060463142e-14,0.0,0.0,-0.28567208708360564,-0.7286454075236082
2.8480358684358014,-1.693542044708548e-15,-3.85996060463142e-14,0.0,0.0,-0.2595044912101557,-0.7286454075236082
3.2745491628777286,-2.7503882129971173e-15,-3.85996060463142e-14,0.0,0.0,-0.23459224957994157,-0.7286454075236082
3.7649358067924683,-4.283833001385616e-15,-3.85996060463142e-14,0.0,0.0,-0.2111136201696403,-0.7286454075236082
4.328761281083058,-6.203592865564754e-15,-3.85996060463142e-14,0.0,0.0,-0.18919852891449485,-0.7286454075236082
4.977023564332112,-8.384786685218732e-15,-3.85996060463142e-14,0.0,0.0,-0.16892452859842255,-0.7286454075236082
5.722367659350217,-1.0675319168097224e-14,-3.85996060463142e-14,0.0,0.0,-0.15031940540377647,-0.7286454075236082
6.579332246575681,-1.2907782689666658e-14,-3.85996060463142e-14,0.0,0.0,-0.13336786520955268,-0.7286454075236082
7.564633275546289,-1.491526355857826e-14,-3.85996060463142e-14,0.0,0.0,-0.11802010143298874,-0.7286454075236082
8.697490026177835,-1.654799955366767e-14,-3.85996060463142e-14,0.0,0.0,-0.10420065821177898,-0.7286454075236082
10.0,-1.7686198427377372e-14,-3.85996060463142e-14,0.0,0.0,-0.09181660627641963,-0.7286454075236082
11.497569953977356,-1.824441948174877e-14,-3.85996060463142e-14,0.0,0.0,-0.08076453078509144,-0.7286454075236082
13.219411484660288,-1.8165817137776604e-14,-3.85996060463142e-14,0.0,0.0,-0.07093616504225814,-0.7286454075236082
