T,sx,sx_gs,sy,sy_gs,sz,sz_gs
0.001,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.0011497569953977356,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.0013219411484660286,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.0015199110829529332,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.001747528400007683,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.002009233002565048,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.0023101297000831605,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.0026560877829466868,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.0030538555088334154,NaN,0.0,NaN,0.0,NaN,-1.0000000000000002
0.003511191734215131,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.004037017258596553,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.004641588833612777,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.005336699231206307,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.006135907273413176,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.007054802310718645,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.008111308307896872,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.0093260334688322,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.010722672220103232,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.012328467394420659,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.014174741629268055,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.016297508346206444,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.01873817422860384,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.021544346900318832,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.024770763559917114,-2.729333249175197e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.02848035868435802,-2.729333249175193e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.03274549162877728,-2.729333249139336e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.037649358067924674,-2.729333146943182e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.04328761281083059,-2.729229844387055e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.049770235643321115,-2.686861890324623e-32,0.0,0.0,0.0,-1.0000000000000002,-1.0000000000000002
0.05722367659350217,5.236541102173461e-32,0.0,0.0,0.0,-0.9999999999999991,-1.0000000000000002
0.0657933224657568,7.528713596248293e-30,0.0,0.0,0.0,-0.9999999999998744,-1.0000000000000002
0.07564633275546291,3.961023565392166e-28,0.0,0.0,0.0,-0.9999999999934115,-1.0000000000000002
0.08697490026177834,1.2399636241528117e-26,0.0,0.0,0.0,-0.999999999793763,-1.0000000000000002
0.1,2.478463805123983e-25,0.0,0.0,0.0,-0.999999995877693,-1.0000000000000002
0.11497569953977356,3.353731793276889e-24,0.0,0.0,0.0,-0.999999944219021,-1.0000000000000002
0.1321941148466029,3.2323203938672785e-23,0.0,0.0,0.0,-0.9999994623831149,-1.0000000000000002
0.15199110829529336,2.3191588187463946e-22,0.0,0.0,0.0,-0.9999961426079647,-1.0000000000000002
0.17475284000076838,1.2872156996966626e-21,0.0,0.0,0.0,-0.9999785888521453,-1.0000000000000002
0.20092330025650468,5.713821524406283e-21,0.0,0.0,0.0,-0.9999049347900997,-1.0000000000000002
0.23101297000831597,2.0872793097352968e-20,0.0,0.0,0.0,-0.9996524316358323,-1.0000000000000002
0.2656087782946686,6.428438770506173e-20,0.0,0.0,0.0,-0.9989269616726493,-1.0000000000000002
0.30538555088334157,1.7024077222960518e-19,0.0,0.0,0.0,-0.9971412806306608,-1.0000000000000002
0.35111917342151316,3.935894716935004e-19,0.0,0.0,0.0,-0.9933042217435086,-1.0000000000000002
0.40370172585965547,8.02840663287602e-19,0.0,0.0,0.0,-0.9859907131454633,-1.0000000000000002
0.4641588833612779,1.453370771919809e-18,0.0,0.0,0.0,-0.9734594443576781,-1.0000000000000002
0.533669923120631,2.3369168928209467e-18,0.0,0.0,0.0,-0.953938947646219,-1.0000000000000002
0.6135907273413173,3.3178130520405415e-18,0.0,0.0,0.0,-0.9260260895893169,-1.0000000000000002
0.7054802310718643,4.082923219803274e-18,0.0,0.0,0.0,-0.8890708145508913,-1.0000000000000002
0.8111308307896871,4.136229933541146e-18,0.0,0.0,0.0,-0.8434030730602912,-1.0000000000000002
0.9326033468832199,2.850987285450299e-18,0.0,0.0,0.0,-0.7903138714642611,-1.0000000000000002
1.0722672220103233,-4.377069617279042e-19,0.0,0.0,0.0,-0.7318053542578499,-1.0000000000000002
1.2328467394420661,-6.334870785663263e-18,0.0,0.0,0.0,-0.6702136089005243,-1.0000000000000002
1.4174741629268053,-1.5308254170260226e-17,0.0,0.0,0.0,-0.6078347790619815,-1.0000000000000002
1.6297508346206442,-2.7633415627255908e-17,0.0,0.0,0.0,-0.5466497644555524,-1.0000000000000002
1.8738174228603839,-4.334905032438457e-17,0.0,0.0,0.0,-0.4881813981197257,-1.0000000000000002
