t,sx,sy,sz
0,-0.5000000000000001,0.0,1.5785983631388945e-16
1000,0.14890819601516941,0.0776687781245782,-0.21699185755592817
2000,-0.3088245581092199,0.05341658974681484,-0.02097474625925872
3000,0.2325425625891005,0.05125604493809131,-0.03743056607763272
4000,-0.10076624077373945,-0.03782765903903307,-0.09958661965806476
5000,0.3379160308424297,-0.12869504305692198,-0.009637813877867269
6000,-0.1900754771718475,-0.15512416651030692,-0.1270916250898228
7000,0.21969257661820277,-0.07069050949094371,-0.09548969286865336
8000,-0.25777260276681846,-0.030839142095826947,-0.06632376572278911
9000,0.010836494317136954,0.19403395794839245,-0.08555528306320825
10000,-0.1378946618352743 + 2.10473999340266e-14im,0.19929072916106283,-0.09781270186680677
