T,sxGS,syGS,szGS
0.6517339604882424,0.0,0.0,0.9111691808341861
0.6905513520162327,0.0,0.0,0.895320155181609
0.7316807143427196,0.0,0.0,0.8779416881659018
0.7752597488629461,0.0,0.0,0.8590977947521732
0.8214343584919427,0.0,0.0,0.8388804318027625
0.8703591361485162,0.0,0.0,0.8174062688978964
0.9221978823334328,0.0,0.0,0.7948125541359831
0.9771241535346498,0.0,0.0,0.7712523737711225
1.0353218432956621,0.0,0.0,0.7468896201902558
1.0969857978923836,0.0,0.0,0.7218939686741138
1.1623224686798526,0.0,0.0,0.6964361251309066
1.2315506032928256,0.0,0.0,0.670683552249501
1.3049019780144024,0.0,0.0,0.6447968186822287
1.3826221737646558,0.0,0.0,0.6189266526749765
1.4649713983072858,0.0,0.0,0.5932117241618219
1.5522253574270475,0.0,0.0,0.5677771318315171
1.6446761779946637,0.0,0.0,0.5427335360781563
1.7426333860096501,0.0,0.0,0.5181768553120577
1.8464249428955437,0.0,0.0,0.494188430758205
1.956398343517064,0.0,0.0,0.4708355617319761
2.0729217795953714,0.0,0.0,0.4481723172312857
2.1963853724165463,0.0,0.0,0.426240538303471
2.327202478960409,0.0,0.0,0.4050709570587925
2.465811075822603,0.0,0.0,0.3846843708014754
2.6126752255633283,0.0,0.0,0.3650928223297503
2.768286630392066,0.0,0.0,0.34630074919790854
2.9331662783900447,0.0,0.0,0.32830607514368937
3.107866187782013,0.0,0.0,0.31110122572967164
3.2929712550971506,0.0,0.0,0.2946740574825011
3.489101213406773,0.0,0.0,0.2790086955195651
3.696912707195027,0.0,0.0,0.26408627898507114
3.9171014908092596,0.0,0.0,0.24988561676888094
4.150404757850476,0.0,0.0,0.23638375815370016
4.39760360930272,0.0,0.0,0.2235564844226974
4.659525668664681,0.0,0.0,0.2113787282349274
4.937047852839003,0.0,0.0,0.19982492789093126
5.231099308056262,0.0,0.0,0.18886932359142075
5.542664520663106,0.0,0.0,0.178486202539859
5.872786613189481,0.0,0.0,0.1686500993352062
6.22257083673023,0.0,0.0,0.15933595760555497
6.593188271333546,0.0,0.0,0.1505192582926645
6.985879746785248,0.0,0.0,0.14217611944463132
7.401959996915643,0.0,0.0,0.13428337183219277
7.84282206133768,0.0,0.0,0.1268186141887264
8.309941949353393,0.0,0.0,0.11976025139430657
8.804883581643463,0.0,0.0,0.11308751848526807
9.329304026284683,0.0,0.0,0.10678049297455326
9.884959046625584,0.0,0.0,0.10082009761446355
10.473708979594498,0.0,0.0,0.09518809542062615
11.097524964120721,0.0,0.0,0.08986707850145177
11.758495540521569,0.0,0.0,0.08484045199802111
12.458833642950081,0.0,0.0,0.08009241423189449
13.200884008314182,0.0,0.0,0.07560793397945852
13.987131026472387,0.0,0.0,0.07137272563788191
14.820207057988586,0.0,0.0,0.06737322291650814
15.702901247293775,0.0,0.0,0.06359655157575825
16.63816886076129,0.0,0.0,0.06003050164080106
17.62914118095948,0.0,0.0,0.05666349943708221
18.67913599020783,0.0,0.0,0.05348457972724927
19.791668678535572,0.0,0.0,0.050483358172276074
20.970464013232327,0.0,0.0,0.047650004292103
22.21946860939524,0.0,0.0,0.044975215061504474
23.54286414322418,0.0,0.0,0.04245018924398535
24.945081352303166,0.0,0.0,0.040066602539273334
26.430814869741056,0.0,0.0,0.037816583597536674
28.00503894183631,0.0,0.0,0.03569269093506311
29.673024081888695,0.0,0.0,0.03368789077114523
31.440354715915,0.0,0.0,0.03179553579378206
33.31294787934674,0.0,0.0,0.030009344852061626
35.2970730273065,0.0,0.0,0.02832338356533968
37.39937302478798,0.0,0.0,0.026732045833242808
39.626886387014785,0.0,0.0,0.025230036225817015
41.9870708444391,0.0,0.0,0.023812353229577823
44.487828311275855,0.0,0.0,0.022474273322595217
47.13753134116724,0.0,0.0,0.02121133584989784
49.9450511585514,0.0,0.0,0.02001932866926439
52.91978735958442,0.0,0.0,0.018894274536768445
56.07169938205458,0.0,0.0,0.01783241820115682
59.41133984965034,0.0,0.0,0.01683021417618881
62.94988990221888,0.0,0.0,0.015884315160375514
66.69919663030122,0.0,0.0,0.01499156107407818
70.67181273927491,0.0,0.0,0.014148968684604699
74.88103857590023,0.0,0.0,0.013353721790745194
79.34096665797492,0.0,0.0,0.012603161939078952
84.06652885618325,0.0,0.0,0.011894779645339406
89.0735463861044,0.0,0.0,0.01122620609512019
94.37878277775381,0.0,0.0,0.010595205299225582
100.0,0.0,0.0,0.00999966667999946
