T,szWK
0.001000000000000000020816681711721685132943093776702880859375,0.4994974551795633724152887925015016622687804084158283924569350011897279633952133
0.0020691380811147901119806391534439171664416790008544921875,0.4990789365843618196651593111997964189505926415333527666961870833185293869386453
0.004281332398719395714026259014417519210837781429290771484375,0.498458507925787985125002468593601032043623965331783458830669158385402909275951
0.00885866790410082260986968094584881328046321868896484375,0.4977144580535044047634630400726665616956700918107223743780023023444523450861549
0.0183298071083243564738385344980997615493834018707275390625,0.4970190782811347731951079853766497021032204508238691477865745406661353616573893
0.037926901907322500828723121912844362668693065643310546875,0.4965051900059160393678582466943483004992498964037881247975831946873237774782126
0.07847599703514611391153010799826006405055522918701171875,0.4961843689083000233848241693901066321171176172875921935414208354422788686515316
0.1623776739188721729423292572391801513731479644775390625,0.4938262424831163448603295757672842320221180612355326953166275743918361426289191
0.335981828628378220713557311682961881160736083984375,0.4469221930518356031416976136521677953603355988623307149854701753434307184044182
0.6951927961775605790961662933113984763622283935546875,0.3041707770268766180119446327258361405963734136710890029862260666398002100734734
1.438449888287662847830006285221315920352935791015625,0.1639195579071760686688654922475789724132172559796587776889753730305206059805369
2.976351441631317928937505712383426725864410400390625,0.08033125812349500645750582118994977919477498609006202890021009877491439108320458
6.1584821106602642970528904697857797145843505859375,0.03770466710333926684892592438570755637618099882777901914829307220398206216487735
12.7427498570313417758370633237063884735107421875,0.01682680251370726873420908775866182410473239901999042864276908186455993793378992
26.36650898730358250077188131399452686309814453125,0.006702303102932893012141680326716183949576612137883182307270232357589523349213003
54.55594781168520057690329849720001220703125,0.00180467491165394035679921136435853964740215649140195832052730082861187206006079
112.883789168468950947499251924455165863037109375,-0.0005629744961389874273202396442858338947934308996175083070531306885220710836769238
233.57214690901213316465145908296108245849609375,-0.001707352065477121340575553703583554694074023216036213624302843365740466625379824
483.29302385717522838604054413735866546630859375,-0.002260442167119427581233198670955340877685086557666215869417453581464116262830069
1000.0,-0.002527750947009072214135175791967575904192247080459366268876639888343236840776254
