T,sxMFGS,syMFGS,szMFGS
0.01,0.04106370005969124,0.0,0.986356712684022
0.011233240329780276,0.04106370005969124,0.0,0.986356712684022
0.012618568830660204,0.04106370005969124,0.0,0.986356712684022
0.014174741629268055,0.04106370005969123,0.0,0.9863567126840219
0.015922827933410922,0.04106370005969124,0.0,0.986356712684022
0.01788649529057435,0.04106370005969123,0.0,0.9863567126840219
0.02009233002565047,0.04106370005969124,0.0,0.986356712684022
0.022570197196339202,0.04106370005969124,0.0,0.986356712684022
0.025353644939701114,0.04106370005969124,0.0,0.986356712684022
0.02848035868435802,0.04106370005969124,0.0,0.986356712684022
0.031992671377973826,0.04106370005969124,0.0,0.986356712684022
0.03593813663804628,0.04106370005969123,0.0,0.9863567126840219
0.040370172585965536,0.04106370005969124,0.0,0.986356712684022
0.04534878508128582,0.04106370005969123,0.0,0.9863567126840219
0.050941380148163774,0.04106370005969123,0.0,0.986356712684022
0.05722367659350217,0.04106370005969086,0.0,0.9863567126840173
0.06428073117284322,0.04106370005967577,0.0,0.9863567126838314
0.07220809018385464,0.04106370005927801,0.0,0.9863567126789298
0.08111308307896872,0.04106370005199823,0.0,0.986356712589217
0.09111627561154892,0.0410636999557985,0.0,0.9863567114036949
0.10235310218990261,0.041063699005393944,0.0,0.9863566996913387
0.11497569953977356,0.041063691763937246,0.0,0.986356610450899
0.1291549665014884,0.04106364801301497,0.0,0.9863560712842703
0.14508287784959398,0.04106343314530884,0.0,0.98635342335056
0.16297508346206444,0.04106255611904064,0.0,0.9863426152489537
0.18307382802953684,0.041059521380439855,0.0,0.9863052161010458
0.20565123083486514,0.0410504602741845,0.0,0.9861935466208571
0.23101297000831597,0.041026744922167055,0.0,0.9859012509069862
0.25950242113997357,0.04097157352589832,0.0,0.9852210866843629
0.29150530628251764,0.040856087285709955,0.0,0.9837965075140929
0.32745491628777285,0.040636276938488286,0.0,0.9810815823720253
0.3678379771828633,0.04025244707179867,0.0,0.9763289573505772
0.4132012400115337,0.039632976801445535,0.0,0.9686240360074695
0.4641588833612779,0.03870328996724198,0.0,0.9569736650892452
0.5214008287999685,0.03739931277497388,0.0,0.9404411426338206
0.5857020818056666,0.03568265612414795,0.0,0.9183016460217538
0.657933224657568,0.03355319838223282,0.0,0.8901806513808317
0.7390722033525778,0.031054699440677104,0.0,0.8561388539382175
0.8302175681319746,0.02827101185461181,0.0,0.8166816283308738
0.9326033468832199,0.025313683186640887,0.0,0.7726935009642194
1.0476157527896648,0.02230468187925101,0.0,0.725318747612729
1.1768119524349985,0.019359188854851505,0.0,0.6758200455929078
1.321941148466029,0.0165725349040652,0.0,0.6254459005983244
1.484968262254465,0.014013235383972542,0.0,0.5753278303198152
1.6681005372000588,0.01172189619792744,0.0,0.5264158747182647
1.8738174228603839,0.009714382377722095,0.0,0.4794506839149649
2.1049041445120205,0.007987239006116666,0.0,0.43496435405322853
2.3644894126454075,0.006523654422984042,0.0,0.3933001956720687
2.6560877829466865,0.00529885054123638,0.0,0.3546424256640121
2.9836472402833394,0.004284366905660524,0.0,0.3190489146220529
3.3516026509388426,0.0034511278412772536,0.0,0.28648251052464035
3.7649358067924683,0.0027714235011041853,0.0,0.2568384993187842
4.229242874389499,0.0022200350190873493,0.0,0.22996724141449987
4.7508101621027965,0.0017747448786496508,0.0,0.20569195777646188
5.3366992312063095,0.0014164406427537523,0.0,0.18382214638618155
5.99484250318941,0.001128972640028343,0.0,0.16416332386670646
6.7341506577508214,0.0008988799087121457,0.0,0.14652382267897224
7.564633275546289,0.0007150603861541939,0.0,0.13071931495860195
8.497534359086442,0.0005684325270891835,0.0,0.11657563398420823
9.54548456661834,0.00045161531452822035,0.0,0.10393035523615396
10.722672220103231,0.00035864021683603363,0.0,0.09263349752860423
12.045035402587823,0.00028470022173422574,0.0,0.08254761782129161
13.530477745798068,0.00022593610465433098,0.0,0.07354750272484417
15.199110829529339,0.00017925739155198083,0.0,0.06551960437477422
17.073526474706906,0.00014219421558846337,0.0,0.05836132609560318
19.179102616724887,0.00011277586998949462,0.0,0.051980231666090726
21.544346900318832,8.943194844754133e-5,0.0,0.04629322874137737
24.20128264794382,7.091229848243487e-5,0.0,0.0412257601302955
27.1858824273294,5.622244778596869e-5,0.0,0.03671102457293918
30.538555088334157,4.4571632056671925e-5,0.0,0.03268924014807406
34.30469286314917,3.533104599344922e-5,0.0,0.029106957470095507
38.53528593710529,2.8000450470427076e-5,0.0,0.025916425677010912
43.287612810830595,2.218172598984758e-5,0.0,0.023075011396379685
48.62601580065353,1.7558237309553366e-5,0.0,0.0205446691427682
54.62277217684343,1.3878908127789449e-5,0.0,0.018291460726841513
61.35907273413173,1.094581746497015e-5,0.0,0.016285120924322438
68.92612104349699,8.60415284391449e-6,0.0,0.01449866649031456
77.4263682681127,6.733632635959884e-6,0.0,0.012908045369773302
86.97490026177834,5.240966049961277e-6,0.0,0.01149182265479165
97.70099572992251,4.0533321280892505e-6,0.0,0.010230899649271763
109.74987654930557,3.1130462770607278e-6,0.0,0.009108262472182216
123.28467394420659,2.3735247321109276e-6,0.0,0.00810875696033303
138.48863713938732,1.796472506400634e-6,0.0,0.007218887088101589
155.56761439304722,1.3500532664928424e-6,0.0,0.006426634551534083
174.7528400007683,1.0077302588688864e-6,0.0,0.005721297482527088
196.30406500402705,7.474956159860363e-7,0.0,0.005093346462711146
220.51307399030458,5.512866596154495e-7,0.0,0.0045342961394806425
247.70763559917114,4.044756259510289e-7,0.0,0.004036590854642086
278.2559402207126,2.953863215924493e-7,0.0,0.003593502807125337
