1.00E-02,7.50E-01
1.87E-02,7.51E-01
3.51E-02,7.49E-01
6.58E-02,7.48E-01
1.23E-01,7.44E-01
2.31E-01,7.26E-01
4.33E-01,6.56E-01
8.11E-01,5.19E-01
1.52E+00,3.62E-01
2.85E+00,2.36E-01
