T,sxMFGS,syMFGS,szMFGS
0.01,0.34132825702402214,0.0,0.8866857617116704
0.011233240329780276,0.34132825702402203,0.0,0.8866857617116701
0.012618568830660204,0.34132825702402214,0.0,0.8866857617116704
0.014174741629268055,0.34132825702402214,0.0,0.8866857617116704
0.015922827933410922,0.34132825702402214,0.0,0.8866857617116704
0.01788649529057435,0.34132825702402214,0.0,0.8866857617116704
0.02009233002565047,0.34132825702402214,0.0,0.8866857617116704
0.022570197196339202,0.34132825702402214,0.0,0.8866857617116704
0.025353644939701114,0.34132825702402214,0.0,0.8866857617116704
0.02848035868435802,0.34132825702402203,0.0,0.8866857617116701
0.031992671377973826,0.34132825702402214,0.0,0.8866857617116704
0.03593813663804628,0.34132825702402214,0.0,0.8866857617116704
0.040370172585965536,0.34132825702402214,0.0,0.8866857617116704
0.04534878508128582,0.34132825702402103,0.0,0.8866857617116686
0.050941380148163774,0.341328257023975,0.0,0.8866857617115966
0.05722367659350217,0.3413282570226611,0.0,0.8866857617095386
0.06428073117284322,0.3413282569968995,0.0,0.8866857616691833
0.07220809018385464,0.3413282566348452,0.0,0.8866857611020342
0.08111308307896872,0.341328252855714,0.0,0.886685755182116
0.09111627561154892,0.34132822261165596,0.0,0.8866857078055271
0.10235310218990261,0.34132803169177794,0.0,0.886685408734133
0.11497569953977356,0.3413270565981769,0.0,0.8866838812734757
0.1291549665014884,0.34132293489054955,0.0,0.886677424717671
0.14508287784959398,0.34130822025880797,0.0,0.886654374600929
0.16297508346206444,0.34126304213516334,0.0,0.8865836041513058
0.18307382802953684,0.34114180749562134,0.0,0.8863936929038486
0.20565123083486514,0.3408533527872476,0.0,0.8859418343238052
0.23101297000831597,0.3402370562630201,0.0,0.8849764096455036
0.25950242113997357,0.33904143271024967,0.0,0.8831034169766077
0.29150530628251764,0.33691481508403487,0.0,0.8797716895949571
0.32745491628777285,0.33341788637569103,0.0,0.8742918563895765
0.3678379771828633,0.32806393642816406,0.0,0.8658974592573805
0.4132012400115337,0.3203851656732414,0.0,0.8538442683421701
0.4641588833612779,0.3100141658800303,0.0,0.8375293046064243
0.5214008287999685,0.29676219769142986,0.0,0.8166003462025032
0.5857020818056666,0.28067362693962833,0.0,0.7910256667085397
0.657933224657568,0.2620408895748988,0.0,0.7611046803420106
0.7390722033525778,0.24137540086805642,0.0,0.7274191370793025
0.8302175681319746,0.21934247722845088,0.0,0.6907428524488283
0.9326033468832199,0.1966773138253522,0.0,0.6519374483439158
1.0476157527896648,0.1741012944608841,0.0,0.6118594595702536
1.1768119524349985,0.15225393365759343,0.0,0.5712939518880269
1.321941148466029,0.13164858266570095,0.0,0.5309179135310858
1.484968262254465,0.11265295765648106,0.0,0.4912881889842987
1.6681005372000588,0.09549058376257315,0.0,0.452845321674191
1.8738174228603839,0.08025688338372539,0.0,0.41592528670055656
2.1049041445120205,0.06694338346969528,0.0,0.3807736050375987
2.3644894126454075,0.05546455346655547,0.0,0.3475589680105826
2.6560877829466865,0.04568336346400437,0.0,0.31638537668393424
2.9836472402833394,0.03743324585222767,0.0,0.28730277511099805
3.3516026509388426,0.030535461955584847,0.0,0.26031647175829997
3.7649358067924683,0.024811809465608695,0.0,0.23539561727173197
4.229242874389499,0.020093168383429144,0.0,0.21248087595771076
4.7508101621027965,0.016224645800107705,0.0,0.19149131668814234
5.3366992312063095,0.013068135190980363,0.0,0.1723304948229929
5.99484250318941,0.010503038377466207,0.0,0.1548916934358141
6.7341506577508214,0.00842577271550602,0.0,0.13906231810704933
7.564633275546289,0.006748545526463302,0.0,0.12472747475659957
8.497534359086442,0.0053977469979083845,0.0,0.11177279144664981
9.54548456661834,0.004312203137461768,0.0,0.10008656685130429
10.722672220103231,0.0034414448359675383,0.0,0.08956133911132774
12.045035402587823,0.0027440860573464364,0.0,0.08009497065524152
13.530477745798068,0.0021863599681915835,0.0,0.07159133982651827
15.199110829529339,0.0017408323134667123,0.0,0.06396072135597697
17.073526474706906,0.001385292712554507,0.0,0.057119926945407684
19.179102616724887,0.0011018136085504365,0.0,0.050992265992594654
21.544346900318832,0.0008759608636875137,0.0,0.04550737577735492
24.20128264794382,0.0006961375959707668,0.0,0.04060096082059389
27.1858824273294,0.000553042511151019,0.0,0.036214472854217084
30.538555088334157,0.0004392249879502236,0.0,0.03229475576649993
34.30469286314917,0.000348721269477974,0.0,0.028793673607803105
38.53528593710529,0.0002767590273712374,0.0,0.025667734019755195
43.287612810830595,0.000219520421972434,0.0,0.02287771477822581
48.62601580065353,0.0001739552664430795,0.0,0.020388298545329586
54.62277217684343,0.00013763542834097878,0.0,0.0181677207838547
61.35907273413173,0.00010864026421691497,0.0,0.016187436849371517
68.92612104349699,8.546279722882327e-5,0.0,0.01442181431306444
77.4263682681127,6.692877816711535e-5,0.0,0.012847854238549172
86.97490026177834,5.212494834028926e-5,0.0,0.01144494115048783
97.70099572992251,4.033662510833979e-5,0.0,0.010194617876147116
109.74987654930557,3.099642234985493e-5,0.0,0.009080380021783685
123.28467394420659,2.364530226326946e-5,0.0,0.008087485742469369
138.48863713938732,1.7905342753759727e-5,0.0,0.00720277855374718
155.56761439304722,1.3461962650537231e-5,0.0,0.006414522842300541
174.7528400007683,1.0052642821838656e-5,0.0,0.005712252688418851
196.30406500402705,7.459422179052935e-6,0.0,0.0050866346058098255
220.51307399030458,5.503214083307551e-6,0.0,0.004529344252787393
247.70763559917114,4.038832259356776e-6,0.0,0.004032956521698716
278.2559402207126,2.950267678226403e-6,0.0,0.0035908479394833326
