α,szMFGS,szMFGS′,occupancy,occupancy′
0.1,0.9972442641524284,0.9972442641524287,0.00011231796274998031,0.00011231796274997585
0.11497569953977356,0.9968353333626347,0.9968353333626349,0.00012904813389530946,0.00012904813389532708
0.1321941148466029,0.9963663598696793,0.996366359869679,0.00014825504619729962,0.00014825504619730032
0.15199110829529336,0.9958287307604217,0.9958287307604208,0.00017030053225793696,0.00017030053225793176
0.17475284000076838,0.9952126618755353,0.9952126618755346,0.00019559777575839984,0.00019559777575839688
0.20092330025650468,0.9945070588752346,0.9945070588752342,0.0002246181323109392,0.00022461813231092952
0.23101297000831597,0.9936993683825266,0.9936993683825269,0.00025789871373085876,0.0002578987137308628
0.2656087782946686,0.9927754208012318,0.9927754208012314,0.00029605077769676795,0.0002960507776967519
0.30538555088334157,0.9917192674364746,0.9917192674364754,0.0003397689528818735,0.00033976895288186283
0.35111917342151316,0.9905130158924844,0.9905130158924846,0.0003898413124810374,0.00038984131248102834
0.40370172585965547,0.9891366694458626,0.9891366694458615,0.00044716028572051723,0.00044716028572051235
0.4641588833612779,0.9875679782497564,0.9875679782497557,0.0005127343667426026,0.0005127343667425964
0.533669923120631,0.9857823128616152,0.9857823128616148,0.0005877005429991575,0.000587700542999146
0.6135907273413173,0.9837525737267692,0.9837525737267686,0.0006733373216428649,0.0006733373216428509
0.7054802310718643,0.9814491538711453,0.981449153871145,0.0007710781844642243,0.0007710781844642202
0.8111308307896871,0.9788399760702527,0.9788399760702539,0.00088252525393352,0.0008825252539335007
0.9326033468832199,0.9758906299805594,0.9758906299805594,0.001009462912175089,0.001009462912175073
1.0722672220103233,0.9725646388215596,0.9725646388215601,0.00115387109264452,0.0011538710926445382
1.2328467394420661,0.96882388869127,0.968823888691269,0.0013179379775046418,0.0013179379775046472
1.4174741629268053,0.9646292557988171,0.9646292557988171,0.001504071904904537,0.0015040719049045272
1.6297508346206442,0.9599414669220327,0.9599414669220334,0.0017149124487454263,0.0017149124487454205
1.8738174228603839,0.9547222252018188,0.9547222252018182,0.001953340914180096,0.001953340914180101
2.154434690031884,0.9489356258654659,0.9489356258654651,0.002222490934047257,0.0022224909340472793
2.4770763559917106,0.9425498736452717,0.9425498736452714,0.0025257604936301196,0.0025257604936301165
2.8480358684358014,0.9355392949332041,0.9355392949332036,0.0028668275863781446,0.002866827586378142
3.2745491628777286,0.9278866132217543,0.927886613221754,0.0032496728305948437,0.003249672830594863
3.7649358067924683,0.9195854273410125,0.9195854273410129,0.003678613753911862,0.003678613753911869
4.328761281083058,0.9106428009757861,0.9106428009757863,0.0041583570485842535,0.004158357048584258
4.977023564332112,0.9010818428832814,0.9010818428832803,0.00469407685858656,0.004694076858586508
5.722367659350217,0.8909441351308427,0.8909441351308431,0.00529152900235529,0.005291529002355213
6.579332246575681,0.8802918567745415,0.8802918567745416,0.005957212885362618,0.005957212885362629
7.564633275546289,0.8692094569217431,0.8692094569217425,0.006698594662465568,0.006698594662465532
8.697490026177835,0.8578047557356449,0.8578047557356433,0.007524406969884394,0.007524406969884293
10.0,0.8462093923293796,0.8462093923293795,0.008445042320376534,0.008445042320376458
11.497569953977356,0.8345785874147549,0.8345785874147551,0.009473059138419681,0.009473059138419688
13.219411484660288,0.8230902337231805,0.8230902337231791,0.010623821454634377,0.010623821454634409
15.199110829529339,0.8119433520478063,0.8119433520478068,0.011916295321850165,0.011916295321850175
17.47528400007684,0.8013559359291381,0.8013559359291383,0.013374026431138436,0.013374026431138492
20.09233002565047,0.7915621333291971,0.7915621333291963,0.015026322722817556,0.015026322722817518
23.101297000831593,0.7828085606637503,0.7828085606637519,0.01690966021473779,0.016909660214737814
26.560877829466868,0.7753493014290401,0.7753493014290402,0.01906931522481784,0.01906931522481785
30.538555088334157,0.7694388141707919,0.7694388141707913,0.02156119512603277,0.021561195126032773
35.11191734215131,0.7653216104825772,0.7653216104825726,0.024453785306233256,0.02445378530623327
40.37017258596554,0.7632172986363311,0.7632172986363336,0.02783004765545476,0.02783004765545492
46.4158883361278,0.7632997123965929,0.7632997123965942,0.03178900347924918,0.031789003479249775
53.3669923120631,0.7656698527360912,0.7656698527361,0.036446647597368285,0.03644664759737523
61.35907273413173,0.7703248739287964,0.7703248739289174,0.04193585324284658,0.04193585324293026
70.54802310718642,0.7771296085773626,0.7771296085788387,0.0484051637103406,0.048405163711336754
81.11308307896873,0.7858020542886957,0.7858020543056369,0.05601691909824148,0.056016919109674504
93.26033468832199,0.7959263458129174,0.7959263459986042,0.06494592530447321,0.06494592542997965
107.22672220103232,0.8070009695631425,0.8070009714869187,0.0753803701942082,0.07538037149837255
123.28467394420659,0.81851456436692,0.8185145830401119,0.08752627667737849,0.0875262893550414
