x,P(x)
-10.295017940294834,1.3137941194561504e-22
-10.253755343339744,2.3757457284642053e-22
-10.212492746384655,4.277796756995737e-22
-10.171230149429565,7.669903945305844e-22
-10.129967552474476,1.3693408318597991e-21
-10.088704955519386,2.4343753767740312e-21
-10.047442358564297,4.309437928221254e-21
-10.006179761609207,7.596504437767949e-21
-9.964917164654118,1.3334302059896309e-20
-9.923654567699028,2.3307388474449728e-20
-9.882391970743939,4.056836908761122e-20
-9.84112937378885,7.031632116812402e-20
-9.79986677683376,1.2136786806024595e-19
-9.75860417987867,2.086098987615715e-19
-9.71734158292358,3.570710296211345e-19
-9.676078985968491,6.086505727164045e-19
-9.634816389013402,1.033191125905888e-18
-9.593553792058312,1.746619515694749e-18
-9.552291195103223,2.9405397336573733e-18
-9.511028598148133,4.930299366245902e-18
-9.469766001193044,8.23272692818392e-18
-9.428503404237954,1.3691319105532034e-17
-9.387240807282865,2.2676984569122858e-17
-9.345978210327775,3.7408586161232104e-17
-9.304715613372686,6.146262216172811e-17
-9.263453016417596,1.0058026121788302e-16
-9.222190419462507,1.639398959722624e-16
-9.180927822507417,2.6615543994121724e-16
-9.139665225552328,4.3040135783509407e-16
-9.098402628597238,6.932797510711691e-16
-9.057140031642149,1.1123697927200587e-15
-9.01587743468706,1.777890473486005e-15
-8.97461483773197,2.8306453826310657e-15
-8.93335224077688,4.489522943205176e-15
-8.892089643821791,7.0934728218495656e-15
-8.850827046866701,1.1165325559587595e-14
-8.809564449911612,1.7508440505801368e-14
-8.768301852956522,2.735249623511071e-14
-8.727039256001433,4.257255500580984e-14
-8.685776659046343,6.601695367914963e-14
-8.644514062091254,1.0199619115440153e-13
-8.603251465136164,1.5700906334489683e-13
-8.561988868181075,2.4081705143528674e-13
-8.520726271225985,3.680279252204596e-13
-8.479463674270896,5.604210381473778e-13
-8.438201077315806,8.503487519299038e-13
-8.396938480360717,1.2856932065205082e-12
-8.355675883405628,1.9370623868962385e-12
-8.314413286450538,2.908197777432819e-12
-8.273150689495449,4.350970309967648e-12
-8.231888092540359,6.486906194279826e-12
-8.19062549558527,9.637969977004201e-12
-8.14936289863018,1.427042062930277e-11
-8.10810030167509,2.105705792751783e-11
-8.066837704720001,3.096523888726617e-11
-8.025575107764912,4.538086521915152e-11
-7.984312510809821,6.628238541732256e-11
-7.943049913854732,9.648406664280289e-11
-7.901787316899642,1.3997482931819798e-10
-7.860524719944553,2.0238840014045694e-10
-7.819262122989463,2.916532072552745e-10
-7.777999526034374,4.188873259430729e-10
-7.736736929079284,5.99626188421489e-10
-7.695474332124196,8.555003699771097e-10
-7.654211735169105,1.2165196896132367e-9
-7.612949138214014,1.7241708244096804e-9
-7.5716865412589245,2.435602049243e-9
-7.530423944303835,3.4292548635763146e-9
-7.4891613473487455,4.812413500822347e-9
-7.447898750393656,6.731286261884367e-9
-7.4066361534385665,9.384415441422106e-9
-7.365373556483477,1.3040445326349537e-8
-7.3241109595283875,1.8061572511814367e-8
-7.282848362573298,2.4934374309663348e-8
-7.2415857656182085,3.431017697240118e-8
-7.200323168663119,4.7057706858440776e-8
-7.15906057170803,6.433148940063227e-8
-7.11779797475294,8.766035200058797e-8
-7.076535377797852,1.1906148172251995e-7
-7.035272780842761,1.6118682607757213e-7
-6.994010183887673,2.1751025003133215e-7
-6.952747586932582,2.92565825253458e-7
-6.911484989977494,3.9224998517744846e-7
-6.870222393022403,5.242030942132243e-7
-6.828959796067315,6.982893196493455e-7
-6.787697199112224,9.271976335919286e-7
-6.746434602157136,1.2271913868760948e-6
-6.705172005202045,1.6190392668818073e-6
-6.663909408246957,2.1291666566039324e-6
-6.622646811291866,2.791073530877181e-6
-6.5813842143367784,3.6470731293063752e-6
-6.540121617381689,4.7504147962518595e-6
-6.4988590204265995,6.167864623264397e-6
-6.45759642347151,7.982828894979484e-6
-6.4163338265164205,1.029911782452985e-5
-6.375071229561331,1.3245460633034406e-5
-6.3338086326062415,1.6980897600775113e-5
-6.292546035651152,2.170119016498556e-5
-6.2512834386960625,2.7646406270320994e-5
-6.210020841740973,3.510985473395489e-5
-6.168758244785883,4.444855903193706e-5
-6.127495647830793,5.6095477227230976e-5
-6.086233050875702,7.057369023363699e-5
-6.044970453920612,8.85127946418267e-5
-6.003707856965524,0.00011066774822911429
-5.962445260010434,0.0001379404252482802
-5.921182663055345,0.00017140414377508084
-5.879920066100255,0.0002123314278505046
-5.838657469145166,0.00026222526189103603
-5.797394872190075,0.00032285408283720343
-5.756132275234986,0.00039629073574674683
-5.7148696782798964,0.0004849555900289538
-5.673607081324809,0.0005916639753536633
-5.632344484369719,0.0007196780476696011
-5.59108188741463,0.0008727631361248056
-5.54981929045954,0.0010552485506205634
-5.508556693504449,0.0012720927471579462
-5.4672940965493595,0.0015289526543021926
-5.42603149959427,0.001832256859635354
-5.3847689026391805,0.0021892822410682264
-5.343506305684091,0.0026082335058891988
-5.3022437087290015,0.0030983249724834865
-5.260981111773912,0.0036698637983118114
-5.2197185148188225,0.004334333726035045
-5.178455917863733,0.00510447829111696
-5.137193320908645,0.005994382312749067
-5.095930723953555,0.007019550379769278
-5.054668126998466,0.008196980948875367
-5.013405530043375,0.009545234598461691
-4.972142933088287,0.01108449493239194
-4.930880336133196,0.01283662060833756
-4.889617739178108,0.014825186978946919
-4.848355142223017,0.017075515884535243
-4.807092545267929,0.019614692225888256
-4.765829948312838,0.0224715660770012
-4.72456735135775,0.02567673927083755
-4.683304754402659,0.02926253560608124
-4.642042157447571,0.033262954077570905
-4.60077956049248,0.03771360482458698
-4.559516963537392,0.042651627814851156
-4.518254366582301,0.04811559463223969
-4.476991769627213,0.05414539410562879
-4.435729172672122,0.06078210289690371
-4.394466575717034,0.06806784254878091
-4.353203978761943,0.07604562486810097
-4.311941381806855,0.08475918787747849
-4.270678784851763,0.09425282489765739
-4.229416187896676,0.10457120961478901
-4.188153590941584,0.11575922023219463
-4.146890993986497,0.1278617659969148
-4.105628397031405,0.140923619521057
-4.064365800076318,0.15498925838160227
-4.023103203121226,0.17010271947717892
-3.981840606166138,0.18630746954532582
-3.9405780092110487,0.20364629510061502
-3.8993154122559592,0.2221612148460259
-3.8580528153008697,0.24189341734324174
-3.8167902183457803,0.2628832264096377
-3.7755276213906908,0.2851700963502899
-3.7342650244356013,0.3087926387432486
-3.6930024274805113,0.3337886820875129
-3.651739830525422,0.3601953652079471
-3.6104772335703323,0.3880492649021817
-3.569214636615243,0.41738655792279855
-3.5279520396601534,0.4482432170238637
-3.486689442705064,0.4806552404719193
-3.4454268457499744,0.5146589141322218
-3.404164248794885,0.550291104991714
-3.3629016518397954,0.587589584765978
