α,szMFGS,szMFGS′,occupancy
0.1,0.9972442641524288,0.9972442641524282,7.487864183331779e-5
0.11497569953977356,0.9968353333626345,0.9968353333626352,8.603208926355234e-5
0.1321941148466029,0.9963663598696791,0.996366359869679,9.883669746486567e-5
0.15199110829529336,0.9958287307604216,0.9958287307604211,0.00011353368817195597
0.17475284000076838,0.995212661875535,0.9952126618755345,0.00013039851717226462
0.20092330025650468,0.9945070588752343,0.9945070588752343,0.00014974542154061801
0.23101297000831597,0.993699368382527,0.9936993683825277,0.00017193247582057385
0.2656087782946686,0.9927754208012315,0.9927754208012314,0.00019736718513116685
0.30538555088334157,0.9917192674364753,0.9917192674364753,0.00022651263525457806
0.35111917342151316,0.9905130158924849,0.9905130158924857,0.0002598942083206818
0.40370172585965547,0.9891366694458621,0.9891366694458613,0.00029810685714701214
0.4641588833612779,0.987567978249757,0.9875679782497574,0.0003418229111617267
0.533669923120631,0.9857823128616149,0.9857823128616152,0.0003918003619994301
0.6135907273413173,0.9837525737267682,0.9837525737267673,0.0004488915477619032
0.7054802310718643,0.9814491538711452,0.9814491538711454,0.0005140521229761486
0.8111308307896871,0.9788399760702535,0.978839976070254,0.0005883501692890064
0.9326033468832199,0.9758906299805589,0.975890629980559,0.0006729752747833886
1.0722672220103233,0.9725646388215605,0.97256463882156,0.0007692473950963476
1.2328467394420661,0.9688238886912698,0.9688238886912687,0.000878625318336427
1.4174741629268053,0.9646292557988159,0.9646292557988145,0.0010027146032696938
1.6297508346206442,0.9599414669220333,0.9599414669220331,0.0011432749658302867
1.8738174228603839,0.9547222252018186,0.9547222252018189,0.001302227276120055
2.154434690031884,0.948935625865466,0.9489356258654671,0.0014816606226981763
2.4770763559917106,0.9425498736452715,0.9425498736452707,0.0016838403290867464
2.8480358684358014,0.9355392949332051,0.9355392949332039,0.0019112183909187651
3.2745491628777286,0.9278866132217547,0.9278866132217561,0.0021664485537299253
3.7649358067924683,0.9195854273410128,0.9195854273410139,0.002452409169274569
4.328761281083058,0.910642800975786,0.9106428009757864,0.0027722380323895123
4.977023564332112,0.9010818428832804,0.9010818428832797,0.0031293845723909864
5.722367659350217,0.8909441351308421,0.8909441351308427,0.003527686001570147
6.579332246575681,0.8802918567745422,0.8802918567745434,0.003971475256908425
7.564633275546289,0.8692094569217426,0.869209456921742,0.004465729774977014
8.697490026177835,0.8578047557356436,0.857804755735643,0.005016271313256195
10.0,0.8462093923293775,0.8462093923293789,0.0056300282135843226
11.497569953977356,0.8345785874147535,0.8345785874147583,0.006315372758946474
13.219411484660288,0.8230902337231786,0.8230902337231777,0.007082547636422885
15.199110829529339,0.8119433520478058,0.8119433520478078,0.007944196881233424
17.47528400007684,0.801355935929138,0.801355935929139,0.00891601762075902
20.09233002565047,0.7915621333291979,0.7915621333291943,0.010017548481878302
23.101297000831593,0.7828085606637512,0.7828085606637516,0.011273106809825195
26.560877829466868,0.7753493014290411,0.7753493014290405,0.012712876816545223
30.538555088334157,0.7694388141707887,0.7694388141707913,0.014374130084021853
35.11191734215131,0.7653216104825733,0.7653216104825742,0.016302523537488886
40.37017258596554,0.7632172986363327,0.7632172986363324,0.018553365103636574
46.4158883361278,0.7632997123965958,0.7632997123965946,0.021192668986166487
53.3669923120631,0.7656698527361054,0.7656698527360987,0.024297765064916797
61.35907273413173,0.7703248739289196,0.7703248739289178,0.027957235495286815
70.54802310718642,0.7771296085788372,0.7771296085788384,0.03227010914089103
81.11308307896873,0.7858020543056338,0.7858020543056371,0.037344612739782866
93.26033468832199,0.7959263459986055,0.795926345998603,0.043297283619986436
107.22672220103232,0.8070009714869234,0.807000971486919,0.050253580998915096
123.28467394420659,0.8185145830401144,0.8185145830401097,0.05835085957002753
141.74741629268047,0.8300243151315501,0.8300243151315575,0.06774359510316834
162.97508346206433,0.8412067755416978,0.8412067755419115,0.07860969769195474
187.3817422860385,0.8518669586392338,0.8518669586457368,0.09115652352706355
215.44346900318845,0.8619137463939575,0.8619137465715261,0.10562598264633012
247.70763559917114,0.8713233873262055,0.8713233915708847,0.12229914436614935
284.8035868435802,0.8801082467166004,0.8801083335536503,0.14150115227770144
327.45491628777285,0.8882958977843112,0.8882973783053248,0.16360705443424245
376.49358067924675,0.8959049668665643,0.8959253457629301,0.18904880864066018
432.8761281083057,0.9028104188009667,0.9030282994169011,0.2183235528640048
