T,szG,sz1DMFGS,sz2DMFGS,sz3DMFGS
269.001,0.012442834315824325,0.0687471188697894,0.09721241931096405,0.11869095661180801
270.001,0.01239676883837909,0.06849969482739104,0.09686622209008372,0.11827314956460233
271.001,0.012351043118045357,0.06825403358727791,0.09652245051711295,0.11785821747674369
272.001,0.01230565341056028,0.06801011650418476,0.09618107952693361,0.11744613138465937
273.001,0.01226059602646637,0.06776792519305105,0.0958420843936682,0.11703686270361832
274.001,0.012215867330112679,0.06752744152453061,0.0955054407250499,0.1166303832217239
275.001,0.01217146373867764,0.06728864762059267,0.09517112445690162,0.11622666509401419
276.001,0.012127381721213026,0.06705152585021318,0.09483911184772381,0.11582568083667283
277.001,0.012083617797708862,0.06681605882515373,0.09450937947338578,0.1154274033213438
278.001,0.01204016853817827,0.06658222939582592,0.09418190422192096,0.1150318057695508
279.001,0.011997030561762156,0.06635002064723938,0.09385666328842132,0.11463886174721935
280.001,0.011954200535852777,0.06611941589503176,0.09353363417003074,0.11424854515929439
281.001,0.01191167517523628,0.06589039868157798,0.0932127946610341,0.11386083024446009
282.001,0.011869451241253492,0.0656629527721781,0.09289412284804077,0.11347569156995244
283.001,0.011827525540977685,0.06543706215132045,0.09257759710525895,0.11309310402646511
284.001,0.011785894926411244,0.06521271101901996,0.09226319608986072,0.11271304282314878
285.001,0.011744556293697778,0.06498988378722836,0.09195089873743523,0.11233548348269931
286.001,0.011703506582351308,0.06476856507631648,0.09164068425752658,0.11196040183653275
287.001,0.01166274277450155,0.06454873971162448,0.09133253212925757,0.11158777402004938
288.001,0.011622261894154995,0.06433039272008106,0.09102642209703438,0.11121757646797928
289.001,0.01158206100647119,0.06411350932688845,0.09072233416633263,0.11084978590981251
290.001,0.011542137217053577,0.0638980749522722,0.09042024859956216,0.11048437936531103
291.001,0.011502487671255807,0.06368407520829425,0.09012014591200879,0.1101213341400974
292.001,0.01146310955350166,0.06347149589572787,0.08982200686785116,0.10976062782132445
293.001,0.011424000086618924,0.06326032300099338,0.08952581247625319,0.10940223827342013
294.001,0.011385156531187018,0.0630505426931523,0.08923154398752653,0.10904614363390652
295.001,0.0113465761848979,0.06284214132096033,0.08893918288936542,0.10869232230929365
296.001,0.011308256381929505,0.06263510540997552,0.08864871090315071,0.10834075297104484
297.001,0.011270194492332714,0.06242942165972376,0.08836010998032096,0.10799141455161176
298.001,0.011232387921429166,0.062225076940915613,0.08807336229881074,0.10764428624053934
299.001,0.011194834109223062,0.062022058292718674,0.08778845025955392,0.10729934748063985
300.001,0.011157530529823101,0.061820352920079646,0.08750535648304983,0.10695657796422953
301.001,0.01112047469087643,0.0616199481910982,0.08722406380599307,0.10661595762943521
302.001,0.01108366413301451,0.06142083163444986,0.08694455527796299,0.10627746665656143
303.001,0.01104709642930879,0.06122299093685729,0.08666681415817437,0.10594108546452169
304.001,0.011010769184737923,0.06102641394060887,0.08639082391228525,0.10560679470733003
305.001,0.010974680035665096,0.060831088641123854,0.08611656820926344,0.10527457527065498
306.001,0.010938826649325939,0.06063700318456253,0.08584403091830778,0.10494440826842952
307.001,0.010903206723325926,0.06044414586548083,0.08557319610582612,0.10461627503952162
308.001,0.010867817985148048,0.06025250512452884,0.08530404803246555,0.10429015714446052
309.001,0.010832658191669536,0.06006206954619056,0.08503657115019611,0.10396603636221863
310.001,0.010797725128688651,0.059872827856566696,0.08477075009944668,0.10364389468704777
311.001,0.01076301661045967,0.059684768921197034,0.08450656970629092,0.10332371432536991
312.001,0.010728530479237636,0.0594978817429232,0.08424401497968237,0.1030054776927207
313.001,0.010694264604831305,0.059312155459789934,0.08398307110874015,0.10268916741074216
314.001,0.010660216884164797,0.05912757934298518,0.08372372346007928,0.10237476630422868
315.001,0.01062638524084783,0.05894414279481705,0.08346595757519062,0.10206225739822208
316.001,0.010592767624753224,0.058761835346727076,0.08320975916786474,0.10175162391515341
317.001,0.010559362011604012,0.058580646657340085,0.08295511412166134,0.10144284927203526
318.001,0.010526166402566262,0.05840056651054848,0.08270200848742243,0.10113591707769873
319.001,0.010493178823851812,0.0582215848136311,0.08245042848082862,0.10083081113007747
320.001,0.010460397326326143,0.05804369159540576,0.08220036047999738,0.10052751541353686
321.001,0.010427819985125347,0.05786687700441431,0.08195179102312339,0.10022601409624565
322.001,0.010395444899279627,0.057691131307140375,0.08170470680615816,0.099926291527595
323.001,0.010363270191343227,0.05751644488625862,0.08145909468053111,0.09962833223565437
324.001,0.010331294007032393,0.05734280823891491,0.08121494165090798,0.09933212092467492
325.001,0.010299514514868935,0.057170211975036356,0.08097223487298841,0.09903764247263
326.001,0.010267929905830642,0.05699864681567174,0.08073096165134061,0.09874488192879821
327.001,0.010236538393008476,0.05682810359136076,0.08049110943727306,0.0984538245113834
328.001,0.010205338211269843,0.05665857324053131,0.0802526658267419,0.09816445560517653
329.001,0.010174327616927548,0.05649004680792538,0.08001561855829381,0.09787676075925392
330.001,0.01014350488741525,0.05632251544305167,0.07977995551104344,0.09759072568471175
331.001,0.010112868320969137,0.05615597039866596,0.07954566470268468,0.09730633625243976
332.001,0.010082416236314173,0.05599040302927627,0.07931273428753549,0.09702357849092891
333.001,0.010052146972357318,0.05582580478967514,0.07908115255461556,0.09674243858411549
334.001,0.010022058887885127,0.055662167233496485,0.07885090792575489,0.09646290286925874
335.001,0.009992150361267854,0.05549948201179722,0.07862198895373562,0.09618495783485412
336.001,0.009962419790167765,0.05533774087166321,0.07839438432046308,0.09590859011857839
337.001,0.009932865591253282,0.055176935654839,0.07816808283516741,0.09563378650526841
338.001,0.009903486199918182,0.05501705829638065,0.07794307343263568,0.09536053392493216
339.001,0.009874280070005598,0.05485810082333156,0.07771934517147225,0.0950888194507904
340.001,0.009845245673536784,0.054700055353420846,0.07749688723238765,0.09481863029735152
341.001,0.009816381500444837,0.0545429140937832,0.07727568891651634,0.09454995381851342
342.001,0.009787686058313066,0.05438666933970043,0.07705573964376078,0.0942827775056996
