t,sx,sy,sz
0.0,-0.5,0.0,1.0364433354165691e-16
100.0,0.058169993669828175,-0.17847875029473276,0.044079710160529806
200.0,0.15324580029183738,0.11468565070309494,-0.12259798214048367
300.0,-0.10289651664750082,0.031084273178650226,-0.13574060485544737
400.0,0.10311108014156824,-0.06888124575235721,0.046645922965216226
500.0,0.21681435015193012,0.21954162683054368,-0.0322222250027974
600.0,-0.21550980933149003,-0.005869149513980431,-0.01980369932396588
700.0,-0.0604216139661732,-0.004714393371213968,-0.12100606695517163
800.0,0.06811283002092362,0.033585253815770134,-0.14398504171645254
900.0,-0.1420815922988051,-0.042188539785712506,-0.038976524331290584
1000.0,0.015024196797170056,-0.1387886847607867,-0.11028949484240541
1100.0,0.17299198656126885,0.07904618185471152,-0.09035867962372335
1200.0,-0.049206205808994326,-0.056185297881825136,-0.17120142225724763
1300.0,-0.029615372489262073,-0.021793119660724194,-0.19947561544692455
1400.0,0.13480232322401986,0.03293527802173455,-0.12241844973346623
1500.0,-0.11117532962075088,0.009657713826845432,-0.16381139623634358
1600.0,-0.060054768088760944,-0.036633012905731704,-0.13060002061935203
1700.0,0.10633094283430065,0.024469715749404743,-0.16081710522479858
1800.0,-0.022857099083203068,-0.0008295648119058636,-0.18635700242007922
1900.0,-0.08978324510141007,-0.014819735151396124,-0.13716074346736137
2000.0,0.12115134911310774,0.03923897344630966,-0.16325557858030124
2100.0,-0.028385214124068376,-0.018109441796246153,-0.1394099789206372
2200.0,-0.09875253985670324,0.009814188384781593,-0.147870830712265
2300.0,0.06995462111238412,-0.007816474873236147,-0.17099056295406212
2400.0,0.020411307785392983,0.00643173399197178,-0.1461055081340535
2500.0,-0.09255014004525533,-0.02884115190356826,-0.17503085877914315
2600.0,0.07271260943696631,0.022466325237893204,-0.1622368869794106
2700.0,0.04747415302387351,-0.018799556873710953,-0.16047875631568095
2800.0,-0.08911554402999274,0.0221078523994304,-0.1753177504107943
2900.0,0.04439950068367472,-0.011094936035585375,-0.15535831870118189
3000.0,0.046128434844461656,0.008966265466457825,-0.17788965660058761
3100.0,-0.0832557962446462,0.0029908253568387494,-0.17089119340361905
3200.0,0.014615269764446036,0.0002791154532495431,-0.16363097249838265
3300.0,0.06920771752204644,-0.011737238221205037,-0.17152223346044213
3400.0,-0.08072899595189141,0.016263830116232034,-0.15466899534240852
3500.0,0.006868784609741507,-0.009845485541699093,-0.1698082131372523
3600.0,0.06565152635014485,-0.008256317873606001,-0.1680436594858468
3700.0,-0.06050230474246089,0.017025768189298924,-0.16358790304579482
3800.0,-0.01926160226691203,-0.01554948536676353,-0.17159546581150084
3900.0,0.07678733748993391,-0.0019313651454156608,-0.16065936316791
4000.0,-0.04983683420124588,0.010717354821350743,-0.17095590954121007
4100.0,-0.025345313050347842,-0.005248818698844007,-0.17110234497179574
4200.0,0.07159464617833947,-0.0102272305673361,-0.1676736024447908
4300.0,-0.032422101084694496,0.02339316964812289,-0.17523448168159397
4400.0,-0.0398001822625867,-0.013885041713506848,-0.16846340502747792
4500.0,0.0648845900013275,-0.0013154833505660064,-0.1749075735171462
4600.0,-0.018957431857678245,0.01204692618818138,-0.1749773531204042
4700.0,-0.04855979597318805,-0.004616706563403011,-0.17073090108485578
4800.0,0.059297377696709584,-0.011338760895228403,-0.1761109880552796
4900.0,-0.006580187122379297,0.016934740299538144,-0.1718335685750477
5000.0,-0.049594991579022335,-0.008934067276304844,-0.17650493252178762
5100.0,0.04718544341148057,-0.007259527906523262,-0.17783130341583453
5200.0,0.008701567867971714,0.012588095988359785,-0.17484444265043067
5300.0,-0.053719102703712586,-0.005143165247365662,-0.17918769265933682
5400.0,0.0394663959082088,-0.007652437374687677,-0.17651462786325567
5500.0,0.016516048142374805,0.010995470409386301,-0.1795338684376089
5600.0,-0.04965647992879938,-0.0016720441832074114,-0.18104004146496308
5700.0,0.026113923256798195,-0.008995459317308933,-0.1788062265898807
5800.0,0.026122413428155158,0.011517612141204378,-0.18213386680739263
5900.0,-0.047806606604440895,-0.0025379856461466375,-0.18042583386682973
6000.0,0.01592934920566536,-0.0058807054737698055,-0.1821056297407382
6100.0,0.030950000136428638,0.005867129432231854,-0.183350787810367
6200.0,-0.041800239386617685,0.00182410052981948,-0.1815376547255828
6300.0,0.005721359127601983,-0.00851133891917011,-0.18395873466197787
6400.0,0.03458990120483255,0.006387253221293552,-0.18295304653297562
6500.0,-0.0344144517474858,0.0006315850573689772,-0.18392189703387582
6600.0,-0.00385602278745878,-0.0054142193276441285,-0.1850759042221569
6700.0,0.036640389360274674,0.002668161683976851,-0.18379175933967323
6800.0,-0.027626881651384678,0.0033691710805477375,-0.18562743530362377
6900.0,-0.010772859498749116,-0.005515690993533049,-0.18511611072496928
7000.0,0.03506106334443356,0.0017043177620009356,-0.18563195394884674
7100.0,-0.01889516826098156,0.003791131704451792,-0.18657922736604146
7200.0,-0.017826494507072334,-0.004368901619802252,-0.18560206698990053
7300.0,0.03348580903541046,0.00022465839189727044,-0.1868717275502414
7400.0,-0.011896612981527535,0.003770430628812515,-0.186581769879894
7500.0,-0.02168097957923957,-0.0027682321913184123,-0.18676885920082628
7600.0,0.029348081334138618,-0.0019468118469235561,-0.18750648525487076
7700.0,-0.004127820753428506,0.004702197410991136,-0.18679042164769774
7800.0,-0.024688002031070487,-0.002634741244534441,-0.18768604100701225
7900.0,0.025020414645298063,-0.002028185186780152,-0.18758829133916097
8000.0,0.0023496031985479233,0.0036885960688542757,-0.1876499857119226
8100.0,-0.025820334389644317,-0.0006539140806876976,-0.18826399044549927
