T,sG,s1DMFGS,s2DMFGS,s3DMFGS,GS1D,GS2D,GS3D
0.001,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0011768119524349979,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0013848863713938732,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0016297508346206436,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0019179102616724887,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.002257019719633919,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0026560877829466868,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0031257158496882354,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0036783797718286343,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.004328761281083057,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.0050941380148163806,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.005994842503189409,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.007054802310718645,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.008302175681319744,NaN,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.009770099572992257,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.011497569953977356,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.013530477745798068,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.015922827933410922,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.01873817422860384,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.022051307399030457,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.02595024211399736,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.030538555088334154,-0.5,NaN,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.03593813663804628,-0.5,9.608959609433556e-30,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.04229242874389499,-0.5,9.608959609433556e-30,NaN,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.049770235643321115,-0.5,9.608959609433553e-30,-1.7671503777483687e-16,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.05857020818056667,-0.5,9.608959609433553e-30,-1.7671503777483687e-16,NaN,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.06892612104349699,-0.5,9.608959609433556e-30,-1.7671503777483687e-16,-1.2558759797926967e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.08111308307896872,-0.5,9.608959609433556e-30,-1.7671503777483687e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.09545484566618342,-0.5,9.608959609433556e-30,-1.7671503777483687e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.11233240329780274,-0.5,9.608959609433556e-30,-1.7671503777483687e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.1321941148466029,-0.5,9.608959609433556e-30,-1.7671503777483682e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.1555676143930472,-0.5,9.60895960943369e-30,-1.7671503777483687e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.18307382802953684,-0.5,9.608959610483042e-30,-1.7671503777483687e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.2154434690031884,-0.5,9.608961721089004e-30,-1.7671503777483692e-16,-1.2558759797926976e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.2535364493970112,-0.5,9.610314511736347e-30,-1.7671503777485272e-16,-1.2558759797927621e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.29836472402833386,-0.5,9.938120319467632e-30,-1.7671503777628512e-16,-1.2558759798053057e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.35111917342151316,-0.5,4.46433705649613e-29,-1.7671503784176225e-16,-1.2558759808934164e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.4132012400115337,-0.49999999999999156,1.858957709778171e-27,-1.7671503951348786e-16,-1.2558760288897587e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.4862601580065353,-0.499999999998904,5.38043104417394e-26,-1.7671506546283013e-16,-1.2558772175093924e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.5722367659350217,-0.4999999999313284,9.430735644206216e-25,-1.7671532868685838e-16,-1.255895193293197e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.6734150657750821,-0.4999999976891767,1.0751421049770635e-23,-1.7671718439596472e-16,-1.256073517325239e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.7924828983539173,-0.49999995415086984,8.503306091681085e-23,-1.7672676826301514e-16,-1.2573069554897809e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
0.9326033468832199,-0.4999994193149402,4.92896354373844e-22,-1.7676469546612958e-16,-1.2635740839586672e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
1.0974987654930561,-0.4999949779020822,2.1938275508792816e-21,-1.7688419247867064e-16,-1.28803204794669e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
1.2915496650148839,-0.4999685915008857,7.799117206422046e-21,-1.7719376232217768e-16,-1.3641756334118765e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
1.5199110829529336,-0.49985087611983364,2.2892119493498564e-20,-1.7787105924258713e-16,-1.5594140049061335e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
1.788649529057435,-0.49943989390314447,5.703660918907778e-20,-1.79150258804982e-16,-1.9827756741436153e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
2.1049041445120205,-0.498276983904873,1.2343642861373226e-19,-1.8127362644403493e-16,-2.7761580958503257e-19,0.37444347332940553,0.31454930192490277,0.3585544579090866
