t,fid
0.0,0.500000005268356
100.0,0.9213380292971112
200.0,0.9622651381114453
300.0,0.9888193305939972
400.0,0.941615956770667
500.0,0.889317872718998
600.0,0.9388287123852223
700.0,0.9940756096661785
800.0,0.9953033882058793
900.0,0.9671282316684661
1000.0,0.9797637333481806
1100.0,0.965787407510435
1200.0,0.9958968239838156
1300.0,0.9984956191769853
1400.0,0.9853022432582492
1500.0,0.9905073429379737
1600.0,0.9950938415071566
1700.0,0.9926071581747034
1800.0,0.999573737729804
1900.0,0.9943364390075821
2000.0,0.9898048548715342
2100.0,0.9980592710283073
2200.0,0.9939172152699586
2300.0,0.9976827180440401
2400.0,0.9991346135416922
2500.0,0.9953805514650909
2600.0,0.9967749180108973
2700.0,0.9983278564171594
2800.0,0.9962240407475208
2900.0,0.998790910893411
3000.0,0.9991515612622623
3100.0,0.9971373045192584
3200.0,0.9997755248192193
3300.0,0.9978790526087422
3400.0,0.9969918355933807
3500.0,0.9998871664905717
3600.0,0.9983514052610581
3700.0,0.9984240375866732
3800.0,0.9996993706413526
3900.0,0.9977376459131083
4000.0,0.9990924644208501
4100.0,0.9997359393645738
4200.0,0.9982236074334059
4300.0,0.9994420467963324
4400.0,0.999349605699081
4500.0,0.9987783587871832
4600.0,0.9998221179365356
4700.0,0.9992567070933991
4800.0,0.9989764857929652
4900.0,0.9998207864459588
5000.0,0.9993447277198829
5100.0,0.9994322878396613
5200.0,0.9998905955565095
5300.0,0.9992998828673817
5400.0,0.999592439956688
5500.0,0.999898420111576
5600.0,0.9994810884411539
5700.0,0.9998198769306945
5800.0,0.9998226149604892
5900.0,0.9995366268673193
6000.0,0.9999380056592343
6100.0,0.9998202424138068
6200.0,0.9996783127409996
6300.0,0.999976229259478
6400.0,0.9997885138988291
6500.0,0.9998051378204709
6600.0,0.9999927097849127
6700.0,0.9997886966309459
6800.0,0.9998815350801743
6900.0,0.9999786992638479
7000.0,0.9998288908604969
7100.0,0.9999501134376576
7200.0,0.9999540066588398
7300.0,0.9998545860623114
7400.0,0.9999795621991344
7500.0,0.9999426697316999
7600.0,0.9998986389001935
7700.0,0.999994883868709
7800.0,0.9999310273419486
7900.0,0.9999311965252432
8000.0,0.9999979999589332
8100.0,0.9999312438238533
8200.0,0.9999585153818433
8300.0,0.9999924655207502
8400.0,0.9999389733578359
8500.0,0.9999806369119575
8600.0,0.9999850800534317
8700.0,0.9999480071450573
8800.0,0.9999916789993054
8900.0,0.9999800259875322
9000.0,0.9999627045325712
9100.0,0.999997620556962
9200.0,0.9999756465979948
9300.0,0.9999743369538405
9400.0,0.9999989262216666
9500.0,0.9999760643044909
9600.0,0.9999847539827557
9700.0,0.9999973008751067
9800.0,0.9999782806920084
9900.0,0.9999922881469642
10000.0,0.9999952289862178
10100.0,0.9999820549821868
10200.0,0.9999966822837474
10300.0,0.9999933321013438
10400.0,0.9999868155323691
10500.0,0.9999990953314531
10600.0,0.9999920520878484
10700.0,0.9999908903771301
10800.0,0.9999996846680932
10900.0,0.9999920657172432
11000.0,0.9999946132490837
11100.0,0.999999287879872
11200.0,0.9999926392296788
11300.0,0.9999972063263971
11400.0,0.9999985939119629
11500.0,0.9999939184859955
11600.0,0.9999988382499888
11700.0,0.9999978682230154
11800.0,0.999995422055467
11900.0,0.9999996849122783
12000.0,0.9999974084729598
12100.0,0.9999968349993417
12200.0,0.9999999095081997
12300.0,0.9999973235385885
12400.0,0.9999980865818634
12500.0,0.9999997963083124
12600.0,0.9999974863107304
12700.0,0.9999989768905492
12800.0,0.9999995509054551
12900.0,0.9999978969411224
13000.0,0.9999995628143217
13100.0,0.9999992930320997
13200.0,0.9999983824777541
13300.0,0.9999998673944566
13400.0,0.9999991314482041
13500.0,0.9999988724694723
13600.0,0.9999999616792491
13700.0,0.9999990830111677
13800.0,0.9999993019165808
13900.0,0.9999999355797519
14000.0,0.9999991336208058
14100.0,0.9999996193313694
14200.0,0.9999998550084289
14300.0,0.9999992668097297
14400.0,0.9999998320471146
14500.0,0.9999997682560605
14600.0,0.9999994303551539
14700.0,0.9999999452508893
14800.0,0.9999997111510832
14900.0,0.9999996003538616
15000.0,0.9999999855942221
15100.0,0.9999996900186154
15200.0,0.9999997483558568
15300.0,0.9999999811649803
15400.0,0.9999997051147229
15500.0,0.9999998611404352
15600.0,0.9999999550449622
15700.0,0.9999997471603495
15800.0,0.9999999372428386
15900.0,0.9999999256755117
16000.0,0.9999998017032535
16100.0,0.9999999788494395
16200.0,0.9999999048038901
16300.0,0.9999998593526934
16400.0,0.9999999949074978
16500.0,0.9999998959104135
16600.0,0.9999999100810439
16700.0,0.9999999945609399
16800.0,0.9999998997048888
16900.0,0.9999999496350471
17000.0,0.9999999860748972
17100.0,0.9999999127625755
17200.0,0.9999999765504485
17300.0,0.9999999760268391
17400.0,0.9999999308705166
17500.0,0.9999999917395686
17600.0,0.9999999684291694
17700.0,0.9999999503116594
17800.0,0.9999999979857299
17900.0,0.9999999649168511
18000.0,0.999999967762139
18100.0,0.9999999983206824
18200.0,0.9999999657546769
18300.0,0.9999999816263315
18400.0,0.9999999956505379
18500.0,0.9999999698450479
18600.0,0.9999999911924657
18700.0,0.9999999922571323
18800.0,0.9999999758684083
18900.0,0.9999999967603208
19000.0,0.9999999895491545
19100.0,0.9999999824438693
19200.0,0.9999999991839863
19300.0,0.9999999882086743
19400.0,0.9999999884663171
19500.0,0.999999999482204
19600.0,0.9999999883389155
19700.0,0.9999999933194776
19800.0,0.9999999986638803
19900.0,0.999999989615505
20000.0,0.9999999967187829
